datetime,FR_price,UK_price
2025-01-14 20:00:00,127.62,79.019
2025-01-14 21:00:00,135.31,72.422
2025-01-14 22:00:00,122.27,84.533
2025-01-14 23:00:00,119.33,73.989
2025-01-15 00:00:00,122.4,66.643
2025-01-15 01:00:00,118.6,68.536
2025-01-15 02:00:00,109.76,72.196
2025-01-15 03:00:00,111.77,62.243
2025-01-15 04:00:00,118.13,58.257
2025-01-15 05:00:00,135.56,65.218
2025-01-15 06:00:00,192.04,64.12
2025-01-15 07:00:00,275.0,57.532
2025-01-15 08:00:00,250.0,57.819
2025-01-15 09:00:00,179.56,64.017
2025-01-15 10:00:00,169.1,51.683
2025-01-15 11:00:00,166.26,53.575
2025-01-15 12:00:00,156.64,61.005
2025-01-15 13:00:00,143.49,67.185
2025-01-15 14:00:00,140.65,73.595
2025-01-15 15:00:00,135.0,85.05
2025-01-15 16:00:00,191.02,82.027
2025-01-15 17:00:00,221.91,75.452
2025-01-15 18:00:00,215.0,77.687
2025-01-15 19:00:00,168.78,70.392
2025-01-15 20:00:00,150.97,78.265
2025-01-15 21:00:00,138.77,75.53
2025-01-15 22:00:00,123.9,79.314
2025-01-15 23:00:00,124.33,68.548
2025-01-16 00:00:00,118.41,77.402
2025-01-16 01:00:00,114.0,83.369
2025-01-16 02:00:00,108.58,68.022
2025-01-16 03:00:00,108.59,69.967
2025-01-16 04:00:00,118.1,70.356
2025-01-16 05:00:00,130.8,60.058
2025-01-16 06:00:00,148.04,63.953
2025-01-16 07:00:00,199.94,61.688
2025-01-16 08:00:00,175.0,62.369
2025-01-16 09:00:00,151.9,55.977
2025-01-16 10:00:00,140.64,63.464
2025-01-16 11:00:00,131.13,68.818
2025-01-16 12:00:00,123.84,78.362
2025-01-16 13:00:00,115.14,76.567
2025-01-16 14:00:00,119.64,88.333
2025-01-16 15:00:00,137.69,67.108
2025-01-16 16:00:00,164.77,82.144
2025-01-16 17:00:00,184.32,78.199
2025-01-16 18:00:00,179.97,95.358
2025-01-16 19:00:00,159.6,71.946
2025-01-16 20:00:00,142.32,71.695
2025-01-16 21:00:00,136.02,73.044
2025-01-16 22:00:00,124.44,59.741
2025-01-16 23:00:00,124.83,70.959
2025-01-17 00:00:00,121.32,67.174
2025-01-17 01:00:00,118.2,72.311
2025-01-17 02:00:00,117.49,71.626
2025-01-17 03:00:00,117.26,81.762
2025-01-17 04:00:00,119.99,72.438
2025-01-17 05:00:00,140.8,58.653
2025-01-17 06:00:00,175.01,54.973
2025-01-17 07:00:00,208.13,65.523
2025-01-17 08:00:00,175.34,51.025
2025-01-17 09:00:00,149.39,76.812
2025-01-17 10:00:00,136.0,72.704
2025-01-17 11:00:00,126.44,61.081
2025-01-17 12:00:00,124.03,53.048
2025-01-17 13:00:00,119.51,79.723
2025-01-17 14:00:00,120.02,70.191
2025-01-17 15:00:00,138.02,83.15
2025-01-17 16:00:00,172.31,62.41
2025-01-17 17:00:00,179.92,71.937
2025-01-17 18:00:00,174.22,77.881
2025-01-17 19:00:00,157.91,78.789
2025-01-17 20:00:00,145.0,74.812
2025-01-17 21:00:00,139.97,82.822
2025-01-17 22:00:00,127.05,68.191
2025-01-17 23:00:00,125.46,74.026
2025-01-18 00:00:00,121.08,71.21
2025-01-18 01:00:00,121.06,72.223
2025-01-18 02:00:00,118.86,71.585
2025-01-18 03:00:00,116.56,54.756
2025-01-18 04:00:00,119.78,49.562
2025-01-18 05:00:00,120.0,70.49
2025-01-18 06:00:00,133.8,61.819
2025-01-18 07:00:00,145.69,52.599
2025-01-18 08:00:00,144.1,70.997
2025-01-18 09:00:00,131.7,60.086
2025-01-18 10:00:00,121.6,69.703
2025-01-18 11:00:00,118.87,62.375
2025-01-18 12:00:00,115.01,80.239
2025-01-18 13:00:00,117.28,79.935
2025-01-18 14:00:00,113.97,66.116
2025-01-18 15:00:00,120.9,78.02
2025-01-18 16:00:00,145.65,77.329
2025-01-18 17:00:00,167.57,84.681
2025-01-18 18:00:00,167.85,67.12
2025-01-18 19:00:00,156.12,80.901
2025-01-18 20:00:00,143.42,83.88
2025-01-18 21:00:00,136.4,60.769
2025-01-18 22:00:00,129.36,64.266
2025-01-18 23:00:00,129.77,55.852
2025-01-19 00:00:00,124.35,68.092
2025-01-19 01:00:00,123.17,73.848
2025-01-19 02:00:00,121.24,77.911
2025-01-19 03:00:00,120.18,64.346
2025-01-19 04:00:00,120.0,74.863
2025-01-19 05:00:00,121.59,49.227
2025-01-19 06:00:00,123.47,45.534
2025-01-19 07:00:00,123.61,58.143
2025-01-19 08:00:00,125.33,61.66
2025-01-19 09:00:00,125.43,58.899
2025-01-19 10:00:00,122.16,43.729
2025-01-19 11:00:00,112.25,61.122
2025-01-19 12:00:00,107.51,53.317
2025-01-19 13:00:00,116.81,71.25
2025-01-19 14:00:00,113.41,71.04
2025-01-19 15:00:00,120.74,62.728
2025-01-19 16:00:00,143.04,68.055
2025-01-19 17:00:00,159.68,65.258
2025-01-19 18:00:00,157.33,74.338
2025-01-19 19:00:00,150.03,83.054
2025-01-19 20:00:00,140.38,67.527
2025-01-19 21:00:00,131.56,78.872
2025-01-19 22:00:00,123.12,69.49
2025-01-19 23:00:00,122.3,65.823
2025-01-20 00:00:00,119.5,72.391
2025-01-20 01:00:00,116.57,62.826
2025-01-20 02:00:00,114.41,64.463
2025-01-20 03:00:00,115.45,57.17
2025-01-20 04:00:00,116.1,80.552
2025-01-20 05:00:00,137.33,63.55
2025-01-20 06:00:00,190.26,56.563
2025-01-20 07:00:00,289.0,63.299
2025-01-20 09:00:00,236.29,60.393
2025-01-20 10:00:00,188.28,68.182
2025-01-20 11:00:00,176.5,70.895
2025-01-20 12:00:00,171.39,62.509
2025-01-20 13:00:00,182.73,64.286
2025-01-20 14:00:00,193.39,68.907
2025-01-20 15:00:00,235.0,54.832
2025-01-20 16:00:00,276.18,63.044
2025-01-20 17:00:00,473.28,87.667
2025-01-20 18:00:00,295.57,90.999
2025-01-20 19:00:00,220.0,76.42
2025-01-20 20:00:00,170.0,83.025
2025-01-20 21:00:00,153.58,80.329
2025-01-20 22:00:00,139.0,101.363
2025-01-20 23:00:00,136.0,84.122
2025-01-21 00:00:00,130.65,72.224
2025-01-21 01:00:00,124.35,63.463
2025-01-21 02:00:00,117.05,56.041
2025-01-21 03:00:00,115.3,68.381
2025-01-21 04:00:00,123.83,58.784
2025-01-21 05:00:00,138.86,51.89
2025-01-21 06:00:00,190.0,56.988
2025-01-21 07:00:00,245.0,52.935
2025-01-21 08:00:00,212.22,75.084
2025-01-21 09:00:00,200.0,69.214
2025-01-21 10:00:00,164.84,63.204
2025-01-21 11:00:00,151.36,76.674
2025-01-21 12:00:00,145.81,67.372
2025-01-21 13:00:00,151.03,62.002
2025-01-21 14:00:00,165.48,83.293
2025-01-21 15:00:00,160.32,77.558
2025-01-21 16:00:00,199.32,66.868
2025-01-21 17:00:00,208.44,75.209
2025-01-21 18:00:00,187.72,70.834
2025-01-21 19:00:00,160.18,67.35
2025-01-21 20:00:00,147.08,85.822
2025-01-21 21:00:00,137.0,93.115
2025-01-21 22:00:00,125.75,65.543
2025-01-21 23:00:00,123.53,79.669
2025-01-22 00:00:00,116.3,68.042
2025-01-22 01:00:00,106.78,67.211
2025-01-22 02:00:00,104.45,64.153
2025-01-22 03:00:00,103.6,59.841
2025-01-22 04:00:00,107.0,65.223
2025-01-22 05:00:00,120.57,56.621
2025-01-22 06:00:00,140.33,64.324
2025-01-22 07:00:00,200.0,61.185
2025-01-22 08:00:00,199.41,59.676
2025-01-22 09:00:00,179.06,54.9
2025-01-22 10:00:00,172.94,58.654
2025-01-22 11:00:00,165.0,70.878
2025-01-22 12:00:00,170.0,70.76
2025-01-22 13:00:00,177.03,61.072
2025-01-22 14:00:00,185.0,71.902
2025-01-22 15:00:00,165.85,79.258
2025-01-22 16:00:00,149.03,61.81
2025-01-22 17:00:00,159.6,81.079
2025-01-22 18:00:00,167.72,72.538
2025-01-22 19:00:00,139.49,82.977
2025-01-22 20:00:00,127.94,72.307
2025-01-22 21:00:00,129.86,63.4
2025-01-22 22:00:00,116.27,63.711
2025-01-22 23:00:00,114.6,75.55
2025-01-23 00:00:00,109.77,75.325
2025-01-23 01:00:00,105.84,63.873
2025-01-23 02:00:00,100.45,74.001
2025-01-23 03:00:00,98.53,53.461
2025-01-23 04:00:00,101.82,64.306
2025-01-23 05:00:00,113.79,53.58
2025-01-23 06:00:00,142.28,56.946
2025-01-23 07:00:00,160.34,61.967
2025-01-23 08:00:00,157.26,54.704
2025-01-23 09:00:00,135.21,59.084
2025-01-23 10:00:00,123.6,71.319
2025-01-23 11:00:00,104.18,60.219
2025-01-23 12:00:00,98.58,73.438
2025-01-23 13:00:00,95.4,59.855
2025-01-23 14:00:00,100.26,75.346
2025-01-23 15:00:00,100.97,84.78
2025-01-23 16:00:00,115.69,55.392
2025-01-23 17:00:00,121.78,70.357
2025-01-23 18:00:00,114.79,82.456
2025-01-23 19:00:00,98.44,76.788
2025-01-23 20:00:00,84.21,81.382
2025-01-23 21:00:00,85.09,73.007
2025-01-23 22:00:00,65.01,77.425
2025-01-23 23:00:00,75.16,73.92
2025-01-24 00:00:00,63.05,82.589
2025-01-24 01:00:00,48.6,73.143
2025-01-24 02:00:00,44.37,71.593
2025-01-24 03:00:00,16.01,63.458
2025-01-24 04:00:00,30.03,60.934
2025-01-24 05:00:00,64.93,59.808
2025-01-24 06:00:00,104.09,65.316
2025-01-24 07:00:00,105.26,58.219
2025-01-24 08:00:00,97.14,63.906
2025-01-24 09:00:00,93.63,78.764
2025-01-24 10:00:00,81.93,70.237
2025-01-24 11:00:00,79.68,62.226
2025-01-24 12:00:00,77.26,76.363
2025-01-24 13:00:00,75.07,65.628
2025-01-24 14:00:00,77.26,54.803
2025-01-24 15:00:00,77.13,65.182
2025-01-24 16:00:00,92.7,60.199
2025-01-24 17:00:00,99.64,73.92
2025-01-24 18:00:00,101.02,77.987
2025-01-24 19:00:00,93.67,91.824
2025-01-24 20:00:00,87.96,81.028
2025-01-24 21:00:00,96.72,76.087
2025-01-24 22:00:00,90.7,83.367
2025-01-24 23:00:00,57.03,57.476
2025-01-25 00:00:00,35.0,72.132
2025-01-25 01:00:00,25.2,74.274
2025-01-25 02:00:00,19.71,54.064
2025-01-25 03:00:00,16.8,72.903
2025-01-25 04:00:00,17.72,64.542
2025-01-25 05:00:00,25.0,56.946
2025-01-25 06:00:00,49.29,64.223
2025-01-25 07:00:00,55.54,76.753
2025-01-25 08:00:00,73.4,60.042
2025-01-25 09:00:00,60.73,61.146
2025-01-25 10:00:00,63.25,56.593
2025-01-25 11:00:00,70.17,55.036
2025-01-25 12:00:00,76.09,70.396
2025-01-25 13:00:00,55.16,59.044
2025-01-25 14:00:00,45.09,68.68
2025-01-25 15:00:00,53.77,66.426
2025-01-25 16:00:00,85.21,75.997
2025-01-25 17:00:00,118.32,76.401
2025-01-25 18:00:00,120.74,83.14
2025-01-25 19:00:00,96.37,71.333
2025-01-25 20:00:00,87.38,73.254
2025-01-25 21:00:00,86.5,67.009
2025-01-25 22:00:00,81.06,70.177
2025-01-25 23:00:00,60.02,75.184
2025-01-26 00:00:00,61.36,76.303
2025-01-26 01:00:00,29.7,60.73
2025-01-26 02:00:00,49.34,72.849
2025-01-26 03:00:00,26.21,74.598
2025-01-26 04:00:00,33.41,65.142
2025-01-26 05:00:00,44.2,75.283
2025-01-26 06:00:00,47.96,52.97
2025-01-26 07:00:00,29.54,48.63
2025-01-26 08:00:00,26.21,44.358
2025-01-26 09:00:00,25.95,71.129
2025-01-26 10:00:00,79.22,65.503
2025-01-26 11:00:00,84.83,61.39
2025-01-26 12:00:00,29.81,65.993
2025-01-26 13:00:00,14.98,56.889
2025-01-26 14:00:00,13.46,87.674
2025-01-26 15:00:00,13.45,71.281
2025-01-26 16:00:00,25.2,73.041
2025-01-26 17:00:00,51.54,79.538
2025-01-26 18:00:00,44.38,78.687
2025-01-26 19:00:00,39.06,77.204
2025-01-26 20:00:00,33.78,69.089
2025-01-26 21:00:00,32.35,78.611
2025-01-26 22:00:00,26.32,88.788
2025-01-26 23:00:00,15.67,82.929
2025-01-27 00:00:00,7.06,85.993
2025-01-27 01:00:00,13.1,67.018
2025-01-27 02:00:00,3.52,60.976
2025-01-27 03:00:00,0.65,65.747
2025-01-27 04:00:00,4.94,65.28
2025-01-27 05:00:00,19.57,72.022
2025-01-27 06:00:00,31.84,48.621
2025-01-27 07:00:00,48.01,73.824
2025-01-27 08:00:00,43.06,60.323
2025-01-27 09:00:00,35.72,58.746
2025-01-27 10:00:00,32.76,55.171
2025-01-27 11:00:00,32.69,51.596
2025-01-27 12:00:00,33.77,73.338
2025-01-27 13:00:00,22.54,69.479
2025-01-27 14:00:00,19.9,60.788
2025-01-27 15:00:00,22.97,62.887
2025-01-27 16:00:00,55.67,72.479
2025-01-27 17:00:00,57.18,90.084
2025-01-27 18:00:00,57.1,75.763
2025-01-27 19:00:00,40.9,66.388
2025-01-27 20:00:00,37.68,76.447
2025-01-27 21:00:00,32.0,75.658
2025-01-27 22:00:00,26.23,55.157
2025-01-27 23:00:00,16.55,74.731
2025-01-28 00:00:00,9.12,71.4
2025-01-28 01:00:00,4.56,76.677
2025-01-28 02:00:00,5.29,83.684
2025-01-28 03:00:00,0.65,75.765
2025-01-28 05:00:00,16.27,54.416
2025-01-28 06:00:00,39.6,82.748
2025-01-28 07:00:00,61.83,62.061
2025-01-28 08:00:00,58.32,61.699
2025-01-28 09:00:00,23.28,61.968
2025-01-28 10:00:00,29.14,64.853
2025-01-28 11:00:00,41.44,63.68
2025-01-28 12:00:00,25.05,62.164
2025-01-28 13:00:00,23.57,64.518
2025-01-28 14:00:00,25.56,70.846
2025-01-28 15:00:00,30.67,68.9
2025-01-28 16:00:00,31.58,69.463
2025-01-28 17:00:00,51.46,77.583
2025-01-28 18:00:00,69.5,75.8
2025-01-28 19:00:00,60.0,90.445
2025-01-28 20:00:00,48.03,57.205
